5
2013
30
Philadelphia Phillies	NL	162	5456	610	1355	255	32	140	578	417	1205	73	29	0.248	0.306	0.384	0.69
Pittsburgh Pirates	NL	162	5486	634	1346	273	35	161	603	469	1330	94	42	0.245	0.313	0.396	0.709
San Diego Padres	NL	162	5517	618	1349	246	26	146	578	467	1309	118	34	0.245	0.308	0.378	0.686
New York Yankees	AL	162	5449	650	1321	247	24	144	614	466	1214	115	31	0.242	0.307	0.376	0.683
Minnesota Twins	AL	162	5564	614	1346	285	15	151	590	533	1430	52	33	0.242	0.312	0.38	0.692
Houston Astros	AL	162	5457	610	1307	266	16	148	566	426	1535	110	61	0.24	0.299	0.375	0.674
Chicago Cubs	NL	162	5498	602	1307	297	18	172	576	439	1230	63	32	0.238	0.3	0.392	0.693
Seattle Mariners	AL	162	5558	624	1318	249	17	188	597	529	1353	49	23	0.237	0.306	0.39	0.695
New York Mets	NL	162	5559	619	1318	263	32	130	593	512	1384	114	35	0.237	0.306	0.366	0.672
Miami Marlins	NL	162	5449	513	1257	219	31	95	485	432	1232	78	29	0.231	0.293	0.335	0.627
2014
30
Detroit Tigers	AL	162	5630	757	1557	325	26	155	731	443	1144	106	41	0.277	0.331	0.426	0.757
Colorado Rockies	NL	162	5612	755	1551	307	41	186	721	397	1281	85	48	0.276	0.327	0.445	0.772
Los Angeles Dodgers	NL	162	5560	718	1476	302	38	134	686	519	1246	138	50	0.265	0.333	0.406	0.738
Kansas City Royals	AL	162	5545	651	1456	286	29	95	604	380	985	153	36	0.263	0.314	0.376	0.69
Pittsburgh Pirates	NL	162	5536	682	1436	275	30	156	659	520	1244	104	47	0.259	0.33	0.404	0.734
Los Angeles Angels	AL	162	5652	773	1464	304	31	155	729	492	1266	81	39	0.259	0.322	0.406	0.728
Toronto Blue Jays	AL	162	5549	723	1435	282	24	177	690	502	1151	78	21	0.259	0.323	0.414	0.736
Texas Rangers	AL	162	5460	637	1400	260	28	111	597	417	1162	105	59	0.256	0.314	0.375	0.689
Baltimore Orioles	AL	162	5596	705	1434	264	16	211	681	401	1285	44	20	0.256	0.311	0.422	0.734
San Francisco Giants	NL	162	5523	665	1407	257	42	132	636	427	1245	56	27	0.255	0.311	0.388	0.699
Minnesota Twins	AL	162	5567	715	1412	316	27	128	675	544	1329	99	36	0.254	0.324	0.389	0.713
Washington Nationals	NL	162	5542	686	1403	265	27	152	635	517	1304	101	23	0.253	0.321	0.393	0.714
Cleveland Indians	AL	162	5575	669	1411	284	23	142	644	504	1189	104	27	0.253	0.317	0.389	0.706
St. Louis Cardinals	NL	162	5426	619	1371	275	21	105	585	471	1133	57	32	0.253	0.32	0.369	0.689
Miami Marlins	NL	162	5538	645	1399	254	36	122	614	501	1419	58	21	0.253	0.317	0.378	0.694
Chicago White Sox	AL	162	5543	660	1400	279	32	155	625	417	1362	85	36	0.253	0.31	0.398	0.708
Milwaukee Brewers	NL	162	5462	650	1366	297	28	150	617	423	1197	102	43	0.25	0.311	0.397	0.708
Arizona Diamondbacks	NL	162	5552	615	1379	259	47	118	573	398	1165	86	33	0.248	0.302	0.376	0.678
Tampa Bay Rays	AL	162	5516	612	1361	263	24	117	586	527	1124	63	27	0.247	0.317	0.367	0.684
New York Yankees	AL	162	5497	633	1349	247	26	147	591	452	1133	112	26	0.245	0.307	0.38	0.687
Oakland Athletics	AL	162	5545	729	1354	253	33	146	686	586	1104	83	20	0.244	0.32	0.381	0.7
Boston Red Sox	AL	162	5551	634	1355	282	20	123	601	535	1337	63	25	0.244	0.316	0.369	0.684
Seattle Mariners	AL	162	5450	634	1328	247	32	136	600	396	1232	96	42	0.244	0.3	0.376	0.676
Philadelphia Phillies	NL	162	5603	619	1356	251	27	125	584	443	1306	109	26	0.242	0.302	0.363	0.665
Houston Astros	AL	162	5447	629	1317	240	19	163	596	495	1442	122	37	0.242	0.309	0.383	0.692
Atlanta Braves	NL	162	5468	573	1316	240	22	123	545	472	1369	95	33	0.241	0.305	0.36	0.665
Chicago Cubs	NL	162	5508	614	1315	270	31	157	590	442	1477	65	40	0.239	0.3	0.385	0.684
New York Mets	NL	162	5472	629	1306	275	19	125	602	516	1264	101	34	0.239	0.308	0.364	0.673
Cincinnati Reds	NL	162	5395	595	1282	254	20	131	562	415	1252	122	52	0.238	0.296	0.365	0.661
San Diego Padres	NL	162	5294	535	1199	224	30	109	500	468	1294	91	34	0.226	0.292	0.342	0.634
2015
30
Detroit Tigers	AL	161	5605	689	1515	289	49	151	660	455	1259	83	51	0.27	0.328	0.42	0.748
Toronto Blue Jays	AL	162	5509	891	1480	308	17	232	852	570	1151	88	23	0.269	0.34	0.457	0.797
Kansas City Royals	AL	162	5575	724	1497	300	42	139	689	383	973	104	34	0.269	0.322	0.412	0.734
San Francisco Giants	NL	162	5565	696	1486	288	39	136	663	457	1159	93	36	0.267	0.326	0.406	0.732
Colorado Rockies	NL	162	5572	737	1479	274	49	186	702	388	1283	97	43	0.265	0.315	0.432	0.748
Boston Red Sox	AL	162	5640	748	1495	294	33	161	706	478	1148	71	27	0.265	0.325	0.415	0.74
Arizona Diamondbacks	NL	162	5649	720	1494	289	48	154	680	490	1312	132	44	0.264	0.324	0.414	0.738
Miami Marlins	NL	162	5463	613	1420	236	40	120	575	375	1150	112	45	0.26	0.31	0.384	0.694
Pittsburgh Pirates	NL	162	5631	697	1462	292	27	140	661	461	1322	98	45	0.26	0.323	0.396	0.719
Texas Rangers	AL	162	5511	751	1419	279	32	172	707	503	1233	101	39	0.257	0.325	0.413	0.739
Cleveland Indians	AL	161	5439	669	1395	303	29	141	640	533	1157	86	28	0.256	0.325	0.401	0.725
St. Louis Cardinals	NL	162	5484	647	1386	288	39	137	619	506	1267	69	38	0.253	0.321	0.394	0.716
Tampa Bay Rays	AL	162	5485	644	1383	278	32	167	612	436	1310	87	45	0.252	0.314	0.406	0.72
Milwaukee Brewers	NL	162	5480	655	1378	274	34	145	624	412	1299	84	29	0.251	0.307	0.393	0.7
Atlanta Braves	NL	162	5420	573	1361	251	18	100	548	471	1107	69	33	0.251	0.314	0.359	0.674
Washington Nationals	NL	162	5428	703	1363	265	13	177	665	539	1344	57	23	0.251	0.321	0.403	0.724
New York Yankees	AL	162	5567	764	1397	272	19	212	737	554	1227	63	25	0.251	0.323	0.421	0.744
Oakland Athletics	AL	162	5600	694	1405	277	46	146	661	475	1119	78	29	0.251	0.312	0.395	0.707
Los Angeles Dodgers	NL	162	5385	667	1346	263	26	187	638	563	1258	59	34	0.25	0.326	0.413	0.739
Baltimore Orioles	AL	162	5485	713	1370	246	20	217	686	418	1331	44	25	0.25	0.307	0.421	0.728
Houston Astros	AL	162	5459	729	1363	278	26	230	691	486	1392	121	48	0.25	0.315	0.437	0.752
Chicago White Sox	AL	162	5533	622	1381	260	27	136	595	404	1231	68	42	0.25	0.306	0.38	0.686
Seattle Mariners	AL	162	5544	656	1379	262	22	198	624	478	1336	69	45	0.249	0.311	0.411	0.722
Philadelphia Phillies	NL	162	5529	626	1374	272	37	130	586	387	1274	88	32	0.249	0.303	0.382	0.684
Cincinnati Reds	NL	162	5571	640	1382	257	27	167	613	496	1255	134	38	0.248	0.312	0.394	0.706
Minnesota Twins	AL	162	5467	696	1349	277	44	156	661	439	1264	70	38	0.247	0.305	0.399	0.704
Los Angeles Angels	AL	162	5417	661	1331	243	21	176	621	435	1150	52	34	0.246	0.307	0.396	0.702
New York Mets	NL	162	5527	683	1351	295	17	177	654	488	1290	51	25	0.244	0.312	0.4	0.712
Chicago Cubs	NL	162	5491	689	1341	272	30	171	657	567	1518	95	37	0.244	0.321	0.398	0.719
San Diego Padres	NL	162	5457	650	1324	260	36	148	623	426	1327	82	29	0.243	0.3	0.385	0.685
2016
30
Boston Red Sox	AL	162	5670	878	1598	343	25	208	836	558	1160	83	24	0.282	0.348	0.461	0.81
Colorado Rockies	NL	162	5614	845	1544	318	47	204	805	494	1330	66	39	0.275	0.336	0.457	0.794
Detroit Tigers	AL	161	5526	750	1476	252	30	211	719	493	1303	58	29	0.267	0.331	0.438	0.769
Miami Marlins	NL	161	5547	655	1460	259	42	128	626	447	1213	71	28	0.263	0.322	0.394	0.716
Texas Rangers	AL	162	5525	765	1446	257	23	215	746	436	1220	99	36	0.262	0.322	0.433	0.755
Cleveland Indians	AL	161	5484	777	1435	308	29	185	733	531	1246	134	31	0.262	0.329	0.43	0.759
Kansas City Royals	AL	162	5552	675	1450	264	33	147	640	382	1224	121	35	0.261	0.312	0.4	0.712
Arizona Diamondbacks	NL	162	5665	752	1479	285	56	190	709	463	1427	137	31	0.261	0.32	0.432	0.752
Los Angeles Angels	AL	162	5431	717	1410	279	20	156	686	471	991	73	34	0.26	0.322	0.405	0.726
Seattle Mariners	AL	162	5583	768	1446	251	17	223	735	506	1288	56	28	0.259	0.326	0.43	0.756
San Francisco Giants	NL	162	5565	715	1437	280	54	130	675	572	1107	79	36	0.258	0.329	0.398	0.728
Pittsburgh Pirates	NL	162	5542	729	1426	277	32	153	696	561	1334	110	45	0.257	0.332	0.402	0.734
Chicago White Sox	AL	162	5550	686	1428	277	33	168	656	455	1285	77	36	0.257	0.317	0.41	0.727
Chicago Cubs	NL	162	5503	808	1409	293	30	199	767	656	1339	66	34	0.256	0.343	0.429	0.772
Baltimore Orioles	AL	162	5524	744	1413	265	6	253	710	468	1324	19	13	0.256	0.317	0.443	0.76
Cincinnati Reds	NL	162	5487	716	1403	277	33	164	678	452	1284	139	51	0.256	0.316	0.408	0.724
Washington Nationals	NL	162	5490	763	1403	268	29	203	735	536	1252	121	39	0.256	0.326	0.426	0.751
St. Louis Cardinals	NL	162	5548	779	1415	299	32	225	745	526	1318	35	26	0.255	0.325	0.442	0.767
Atlanta Braves	NL	161	5514	649	1404	295	27	122	615	502	1240	75	34	0.255	0.321	0.384	0.705
New York Yankees	AL	162	5458	680	1378	245	20	183	647	475	1188	72	22	0.252	0.315	0.405	0.72
Minnesota Twins	AL	162	5618	722	1409	288	35	200	690	513	1426	91	32	0.251	0.316	0.421	0.738
Los Angeles Dodgers	NL	162	5518	725	1376	272	21	189	680	525	1321	45	26	0.249	0.319	0.409	0.728
Toronto Blue Jays	AL	162	5479	759	1358	276	18	221	728	632	1362	54	24	0.248	0.33	0.426	0.755
Houston Astros	AL	162	5545	724	1367	291	29	198	689	554	1452	102	44	0.247	0.319	0.417	0.735
New York Mets	NL	162	5459	671	1342	240	19	218	649	517	1302	42	18	0.246	0.316	0.417	0.733
Oakland Athletics	AL	162	5500	653	1352	270	21	169	634	442	1145	50	23	0.246	0.304	0.395	0.699
Milwaukee Brewers	NL	162	5330	671	1299	249	19	194	641	599	1543	181	56	0.244	0.322	0.407	0.729
Tampa Bay Rays	AL	162	5481	672	1333	288	32	216	647	449	1482	60	37	0.243	0.307	0.426	0.733
Philadelphia Phillies	NL	162	5434	610	1305	231	35	161	574	424	1376	96	45	0.24	0.301	0.384	0.685
San Diego Padres	NL	162	5419	686	1275	257	26	177	654	449	1500	125	45	0.235	0.299	0.39	0.689
2017
30
Houston Astros	AL	162	5611	896	1581	346	20	238	854	509	1087	98	42	0.282	0.346	0.478	0.823
Colorado Rockies	NL	162	5534	824	1510	293	38	192	793	519	1408	59	34	0.273	0.338	0.444	0.781
Miami Marlins	NL	162	5602	778	1497	271	31	194	743	486	1282	91	30	0.267	0.331	0.431	0.761
Washington Nationals	NL	162	5553	819	1477	311	31	215	796	542	1327	108	30	0.266	0.332	0.449	0.782
Cleveland Indians	AL	162	5511	818	1449	333	29	212	780	604	1153	88	23	0.263	0.339	0.449	0.788
Atlanta Braves	NL	162	5584	732	1467	289	26	165	706	474	1184	77	31	0.263	0.326	0.412	0.738
New York Yankees	AL	162	5594	858	1463	266	23	241	821	616	1386	90	22	0.262	0.339	0.447	0.785
Baltimore Orioles	AL	162	5650	743	1469	269	12	232	713	392	1412	32	13	0.26	0.312	0.435	0.747
Minnesota Twins	AL	162	5557	815	1444	286	31	206	781	593	1342	95	28	0.26	0.334	0.434	0.768
Kansas City Royals	AL	162	5536	702	1436	260	24	193	660	390	1166	91	31	0.259	0.311	0.42	0.731
Seattle Mariners	AL	162	5551	750	1436	281	17	200	714	487	1267	89	35	0.259	0.325	0.424	0.749
Detroit Tigers	AL	162	5556	735	1435	289	35	187	699	503	1313	65	34	0.258	0.324	0.424	0.748
Boston Red Sox	AL	162	5669	785	1461	302	19	168	735	571	1224	106	31	0.258	0.329	0.407	0.736
St. Louis Cardinals	NL	162	5470	761	1402	284	28	196	728	593	1348	81	31	0.256	0.334	0.426	0.76
Chicago White Sox	AL	162	5513	706	1412	256	37	186	670	401	1397	71	31	0.256	0.314	0.417	0.731
Chicago Cubs	NL	162	5496	822	1402	274	29	223	785	622	1401	62	31	0.255	0.338	0.437	0.775
Arizona Diamondbacks	NL	162	5525	812	1405	314	39	220	776	578	1456	103	30	0.254	0.329	0.445	0.774
Cincinnati Reds	NL	162	5484	753	1390	249	38	219	715	565	1329	120	39	0.253	0.329	0.433	0.761
New York Mets	NL	162	5510	735	1379	286	28	224	713	529	1291	58	23	0.25	0.32	0.434	0.755
Philadelphia Phillies	NL	162	5535	690	1382	287	36	174	654	494	1417	59	25	0.25	0.315	0.409	0.723
Milwaukee Brewers	NL	162	5467	732	1363	267	22	224	695	547	1571	128	41	0.249	0.322	0.429	0.751
Los Angeles Dodgers	NL	162	5408	770	1347	312	20	221	730	649	1380	77	28	0.249	0.334	0.437	0.771
San Francisco Giants	NL	162	5551	639	1382	290	28	128	612	467	1204	76	34	0.249	0.309	0.38	0.689
Oakland Athletics	AL	162	5464	739	1344	305	15	234	708	565	1491	57	22	0.246	0.319	0.436	0.755
Tampa Bay Rays	AL	162	5478	694	1340	226	32	228	671	545	1538	88	34	0.245	0.317	0.422	0.739
Texas Rangers	AL	162	5430	799	1326	255	21	237	756	544	1493	113	44	0.244	0.32	0.43	0.75
Pittsburgh Pirates	NL	162	5458	668	1331	249	36	151	635	519	1213	67	36	0.244	0.318	0.386	0.704
Los Angeles Angels	AL	162	5415	710	1314	251	14	186	678	523	1198	136	44	0.243	0.315	0.397	0.712
Toronto Blue Jays	AL	162	5499	693	1320	269	5	222	661	542	1327	53	24	0.24	0.312	0.412	0.724
San Diego Padres	NL	162	5356	604	1251	227	31	189	576	460	1499	89	33	0.234	0.299	0.393	0.692
4
isort range 2013 2015 AVG incr
isort range 2016 2017 H decr
isort range 2014 2017 SO incr
isort range 2013 2017 HR decr
